url_path,views_total,views_unique
/vandan-revanur/pychemprojections,14,7
/vandan-revanur/pychemprojections/tree/github-repo-stats/vandan-revanur/pychemprojections,13,1
/vandan-revanur/pychemprojections/tree/master/examples,12,3
/vandan-revanur/pychemprojections/blob/github-repo-stats/vandan-revanur/pychemprojections/latest-report/report.md,12,1
/vandan-revanur/pychemprojections/tree/github-repo-stats/vandan-revanur/pychemprojections/latest-report,8,1
/vandan-revanur/pychemprojections/new/master,6,1
/vandan-revanur/pychemprojections/blob/master/examples/fischer_projection.ipynb,4,2
/vandan-revanur/pychemprojections/blob/master/examples/wedgedash_projection.ipynb,4,2
/vandan-revanur/pychemprojections/tree/github-repo-stats,4,1
/vandan-revanur/pychemprojections/blob/master/examples/newman_projection.ipynb,3,1
